,angle,camera_path,info,lidar_path
,0.171042264,D:/Udacity/bag2/camera/1479424577212964530.png,23:16:17,D:/Udacity/bag2/lidar/1479424577.504380196.pcd
,0.150098309,D:/Udacity/bag2/camera/1479424577713107591.png,23:16:17,D:/Udacity/bag2/lidar/1479424577.705844958.pcd
,0.150098309,D:/Udacity/bag2/camera/1479424578013138970.png,23:16:18,D:/Udacity/bag2/lidar/1479424578.108399226.pcd
,0.134390354,D:/Udacity/bag2/camera/1479424579113308648.png,23:16:19,D:/Udacity/bag2/lidar/1479424579.115190539.pcd
,0.132645026,D:/Udacity/bag2/camera/1479424579263311286.png,23:16:19,D:/Udacity/bag2/lidar/1479424579.316440598.pcd
,0.123918377,D:/Udacity/bag2/camera/1479424579713423242.png,23:16:19,D:/Udacity/bag2/lidar/1479424579.719129913.pcd
,0.033161256,D:/Udacity/bag2/camera/1479424580763582029.png,23:16:20,D:/Udacity/bag2/lidar/1479424580.927172252.pcd
,0.034906585,D:/Udacity/bag2/camera/1479424581113632462.png,23:16:21,D:/Udacity/bag2/lidar/1479424581.128481705.pcd
,-0.097738437,D:/Udacity/bag2/camera/1479424581713814766.png,23:16:21,D:/Udacity/bag2/lidar/1479424581.732524881.pcd
,-0.137881011,D:/Udacity/bag2/camera/1479424582113873273.png,23:16:22,D:/Udacity/bag2/lidar/1479424582.135288088.pcd
,-0.183259577,D:/Udacity/bag2/camera/1479424582964108908.png,23:16:22,D:/Udacity/bag2/lidar/1479424582.940610448.pcd
,-1.244419813,D:/Udacity/bag2/camera/1479424586664659763.png,23:16:26,D:/Udacity/bag2/lidar/1479424586.967332050.pcd
,-1.137954712,D:/Udacity/bag2/camera/1479424587964925729.png,23:16:27,D:/Udacity/bag2/lidar/1479424587.974024347.pcd
,-1.165879965,D:/Udacity/bag2/camera/1479424588164925754.png,23:16:28,D:/Udacity/bag2/lidar/1479424588.175393586.pcd
,-1.085594773,D:/Udacity/bag2/camera/1479424588565070248.png,23:16:28,D:/Udacity/bag2/lidar/1479424588.578061070.pcd
,-0.890117943,D:/Udacity/bag2/camera/1479424590165407176.png,23:16:30,D:/Udacity/bag2/lidar/1479424590.188772692.pcd
,-1.122246742,D:/Udacity/bag2/camera/1479424590815390332.png,23:16:30,D:/Udacity/bag2/lidar/1479424590.792815737.pcd
,-1.022762895,D:/Udacity/bag2/camera/1479424592016064732.png,23:16:32,D:/Udacity/bag2/lidar/1479424592.000855292.pcd
,-0.127409041,D:/Udacity/bag2/camera/1479424595216210654.png,23:16:35,D:/Udacity/bag2/lidar/1479424595.222262059.pcd
,0.198967531,D:/Udacity/bag2/camera/1479424597066475603.png,23:16:37,D:/Udacity/bag2/lidar/1479424597.034351793.pcd
,0.005235988,D:/Udacity/bag2/camera/1479424602017273789.png,23:16:42,D:/Udacity/bag2/lidar/1479424602.067835734.pcd
,-0.022689281,D:/Udacity/bag2/camera/1479424602517384731.png,23:16:42,D:/Udacity/bag2/lidar/1479424602.671874292.pcd
,-0.003490658,D:/Udacity/bag2/camera/1479424603267802788.png,23:16:43,D:/Udacity/bag2/lidar/1479424603.275878440.pcd
,0.013962634,D:/Udacity/bag2/camera/1479424603467675950.png,23:16:43,D:/Udacity/bag2/lidar/1479424603.477231579.pcd
,-0.012217305,D:/Udacity/bag2/camera/1479424604168149668.png,23:16:44,D:/Udacity/bag2/lidar/1479424604.483906937.pcd
,0.001745329,D:/Udacity/bag2/camera/1479424605067868627.png,23:16:45,D:/Udacity/bag2/lidar/1479424605.490617342.pcd
,0.005235988,D:/Udacity/bag2/camera/1479424605267893173.png,23:16:45,D:/Udacity/bag2/lidar/1479424605.289353629.pcd
,-0.010471975,D:/Udacity/bag2/camera/1479424606168069942.png,23:16:46,D:/Udacity/bag2/lidar/1479424606.295951920.pcd
,0.034906585,D:/Udacity/bag2/camera/1479424607218246963.png,23:16:47,D:/Udacity/bag2/lidar/1479424607.302692386.pcd
,0.038397245,D:/Udacity/bag2/camera/1479424607418370753.png,23:16:47,D:/Udacity/bag2/lidar/1479424607.101310531.pcd
,0.041887902,D:/Udacity/bag2/camera/1479424607518343965.png,23:16:47,D:/Udacity/bag2/lidar/1479424607.504018352.pcd
,0.757472873,D:/Udacity/bag2/camera/1479424610318883538.png,23:16:50,D:/Udacity/bag2/lidar/1479424610.322785905.pcd
,0.75049156,D:/Udacity/bag2/camera/1479424610518835712.png,23:16:50,D:/Udacity/bag2/lidar/1479424610.524252385.pcd
,0.635299861,D:/Udacity/bag2/camera/1479424612319135565.png,23:16:52,D:/Udacity/bag2/lidar/1479424612.336176813.pcd
,1.300270319,D:/Udacity/bag2/camera/1479424614169495025.png,23:16:54,D:/Udacity/bag2/lidar/1479424614.148225226.pcd
,1.679006696,D:/Udacity/bag2/camera/1479424614769617225.png,23:16:54,D:/Udacity/bag2/lidar/1479424614.752248349.pcd
,1.656317472,D:/Udacity/bag2/camera/1479424615169633448.png,23:16:55,D:/Udacity/bag2/lidar/1479424615.356249026.pcd
,0.616101205,D:/Udacity/bag2/camera/1479424617170034739.png,23:16:57,D:/Udacity/bag2/lidar/1479424617.168308327.pcd
,0.005235988,D:/Udacity/bag2/camera/1479424618570396589.png,23:16:58,D:/Udacity/bag2/lidar/1479424618.577725027.pcd
,0.062831856,D:/Udacity/bag2/camera/1479424618970322364.png,23:16:58,D:/Udacity/bag2/lidar/1479424618.980350133.pcd
,-0.041887902,D:/Udacity/bag2/camera/1479424619370345387.png,23:16:59,D:/Udacity/bag2/lidar/1479424619.383104577.pcd
,0.075049154,D:/Udacity/bag2/camera/1479424620570615707.png,23:17:00,D:/Udacity/bag2/lidar/1479424620.591109834.pcd
,-0.144862324,D:/Udacity/bag2/camera/1479424622120850940.png,23:17:02,D:/Udacity/bag2/lidar/1479424622.201811041.pcd
,-0.294960648,D:/Udacity/bag2/camera/1479424623371053110.png,23:17:03,D:/Udacity/bag2/lidar/1479424623.409858208.pcd
,-0.479965538,D:/Udacity/bag2/camera/1479424625421439796.png,23:17:05,D:/Udacity/bag2/lidar/1479424625.423267881.pcd
,-0.492182851,D:/Udacity/bag2/camera/1479424625821509357.png,23:17:05,D:/Udacity/bag2/lidar/1479424625.825957696.pcd
,-0.296705961,D:/Udacity/bag2/camera/1479424627471791755.png,23:17:07,D:/Udacity/bag2/lidar/1479424627.637998684.pcd
,-0.191986218,D:/Udacity/bag2/camera/1479424628021863895.png,23:17:08,D:/Udacity/bag2/lidar/1479424628.040714046.pcd
,0.050614547,D:/Udacity/bag2/camera/1479424630672381350.png,23:17:10,D:/Udacity/bag2/lidar/1479424630.658072655.pcd
,-0.04712389,D:/Udacity/bag2/camera/1479424631672460457.png,23:17:11,D:/Udacity/bag2/lidar/1479424631.866137264.pcd
,-0.055850536,D:/Udacity/bag2/camera/1479424632072579399.png,23:17:12,D:/Udacity/bag2/lidar/1479424632.067600583.pcd
,-0.109955743,D:/Udacity/bag2/camera/1479424632672705207.png,23:17:12,D:/Udacity/bag2/lidar/1479424632.671619519.pcd
,-0.104719758,D:/Udacity/bag2/camera/1479424632872720183.png,23:17:12,D:/Udacity/bag2/lidar/1479424632.872806571.pcd
,-0.260054052,D:/Udacity/bag2/camera/1479424633722874542.png,23:17:13,D:/Udacity/bag2/lidar/1479424633.678163871.pcd
,-0.289724648,D:/Udacity/bag2/camera/1479424634172983379.png,23:17:14,D:/Udacity/bag2/lidar/1479424634.282190364.pcd
,-0.347320527,D:/Udacity/bag2/camera/1479424634673003489.png,23:17:14,D:/Udacity/bag2/lidar/1479424634.684894801.pcd
,-0.260054052,D:/Udacity/bag2/camera/1479424635073205422.png,23:17:15,D:/Udacity/bag2/lidar/1479424635.087599216.pcd
,-0.261799395,D:/Udacity/bag2/camera/1479424635172984038.png,23:17:15,D:/Udacity/bag2/lidar/1479424635.288902175.pcd
,-0.232128784,D:/Udacity/bag2/camera/1479424635673303830.png,23:17:15,D:/Udacity/bag2/lidar/1479424635.691621183.pcd
,-0.616101205,D:/Udacity/bag2/camera/1479424637723575932.png,23:17:17,D:/Udacity/bag2/lidar/1479424637.705128152.pcd
,-0.53930676,D:/Udacity/bag2/camera/1479424638123507287.png,23:17:18,D:/Udacity/bag2/lidar/1479424638.107667291.pcd
,-0.548033357,D:/Udacity/bag2/camera/1479424638723897815.png,23:17:18,D:/Udacity/bag2/lidar/1479424638.711684008.pcd
,-0.596902609,D:/Udacity/bag2/camera/1479424639123790612.png,23:17:19,D:/Udacity/bag2/lidar/1479424639.114351395.pcd
,-0.678933084,D:/Udacity/bag2/camera/1479424639523855091.png,23:17:19,D:/Udacity/bag2/lidar/1479424639.517127899.pcd
,-0.673697114,D:/Udacity/bag2/camera/1479424639673918276.png,23:17:19,D:/Udacity/bag2/lidar/1479424639.718368439.pcd
,-0.663225114,D:/Udacity/bag2/camera/1479424640023994886.png,23:17:20,D:/Udacity/bag2/lidar/1479424640.121041055.pcd
,-0.678933084,D:/Udacity/bag2/camera/1479424640274062307.png,23:17:20,D:/Udacity/bag2/lidar/1479424640.322397855.pcd
,-0.450294942,D:/Udacity/bag2/camera/1479424641074141727.png,23:17:21,D:/Udacity/bag2/lidar/1479424641.127791888.pcd
,-0.04712389,D:/Udacity/bag2/camera/1479424643474560529.png,23:17:23,D:/Udacity/bag2/lidar/1479424643.543823488.pcd
,-0.059341196,D:/Udacity/bag2/camera/1479424644574745617.png,23:17:24,D:/Udacity/bag2/lidar/1479424644.751862203.pcd
,-0.064577185,D:/Udacity/bag2/camera/1479424644874889394.png,23:17:24,D:/Udacity/bag2/lidar/1479424644.953384668.pcd
,-0.06981317,D:/Udacity/bag2/camera/1479424645224966138.png,23:17:25,D:/Udacity/bag2/lidar/1479424645.355946073.pcd
,-0.083775803,D:/Udacity/bag2/camera/1479424645874991489.png,23:17:25,D:/Udacity/bag2/lidar/1479424645.959913371.pcd
,-0.090757124,D:/Udacity/bag2/camera/1479424646175024650.png,23:17:26,D:/Udacity/bag2/lidar/1479424646.161263877.pcd
,-0.022689281,D:/Udacity/bag2/camera/1479424646775167782.png,23:17:26,D:/Udacity/bag2/lidar/1479424646.765262283.pcd
,-0.083775803,D:/Udacity/bag2/camera/1479424647375262292.png,23:17:27,D:/Udacity/bag2/lidar/1479424647.369301429.pcd
,-0.013962634,D:/Udacity/bag2/camera/1479424647775318998.png,23:17:27,D:/Udacity/bag2/lidar/1479424647.771949334.pcd
,-0.024434609,D:/Udacity/bag2/camera/1479424647975408095.png,23:17:27,D:/Udacity/bag2/lidar/1479424647.973330740.pcd
,-0.022689281,D:/Udacity/bag2/camera/1479424648125617127.png,23:17:28,D:/Udacity/bag2/lidar/1479424648.174625374.pcd
,0.013962634,D:/Udacity/bag2/camera/1479424648475458059.png,23:17:28,D:/Udacity/bag2/lidar/1479424648.577304863.pcd
,0.001745329,D:/Udacity/bag2/camera/1479424648825495833.png,23:17:28,D:/Udacity/bag2/lidar/1479424648.980012674.pcd
,0.001745329,D:/Udacity/bag2/camera/1479424649025637709.png,23:17:29,D:/Udacity/bag2/lidar/1479424649.181370881.pcd
,-0.010471975,D:/Udacity/bag2/camera/1479424649575646853.png,23:17:29,D:/Udacity/bag2/lidar/1479424649.584017823.pcd
,-0.057595864,D:/Udacity/bag2/camera/1479424650575883413.png,23:17:30,D:/Udacity/bag2/lidar/1479424650.590898875.pcd
,-0.071558498,D:/Udacity/bag2/camera/1479424650875892686.png,23:17:30,D:/Udacity/bag2/lidar/1479424650.993443406.pcd
,-0.12042772,D:/Udacity/bag2/camera/1479424651525994355.png,23:17:31,D:/Udacity/bag2/lidar/1479424651.597439447.pcd
,-0.36477381,D:/Udacity/bag2/camera/1479424652776238919.png,23:17:32,D:/Udacity/bag2/lidar/1479424652.805446192.pcd
,-0.237364784,D:/Udacity/bag2/camera/1479424653226282412.png,23:17:33,D:/Udacity/bag2/lidar/1479424653.208148318.pcd
,-0.169296935,D:/Udacity/bag2/camera/1479424654026418619.png,23:17:34,D:/Udacity/bag2/lidar/1479424654.013540967.pcd
,-0.102974422,D:/Udacity/bag2/camera/1479424654626519239.png,23:17:34,D:/Udacity/bag2/lidar/1479424654.617515467.pcd
,-0.1134464,D:/Udacity/bag2/camera/1479424654776585161.png,23:17:34,D:/Udacity/bag2/lidar/1479424654.818846064.pcd
,-0.015707964,D:/Udacity/bag2/camera/1479424655626714439.png,23:17:35,D:/Udacity/bag2/lidar/1479424655.624219826.pcd
,0.005235988,D:/Udacity/bag2/camera/1479424655826735906.png,23:17:35,D:/Udacity/bag2/lidar/1479424655.825613466.pcd
,-0.003490658,D:/Udacity/bag2/camera/1479424656726971187.png,23:17:36,D:/Udacity/bag2/lidar/1479424656.832353047.pcd
,-0.024434609,D:/Udacity/bag2/camera/1479424657076979005.png,23:17:37,D:/Udacity/bag2/lidar/1479424657.235126828.pcd
,-0.022689281,D:/Udacity/bag2/camera/1479424658177168426.png,23:17:38,D:/Udacity/bag2/lidar/1479424658.241645155.pcd
,-0.06981317,D:/Udacity/bag2/camera/1479424658627235331.png,23:17:38,D:/Udacity/bag2/lidar/1479424658.644347389.pcd
,-0.575958669,D:/Udacity/bag2/camera/1479424660627557133.png,23:17:40,D:/Udacity/bag2/lidar/1479424660.657732207.pcd
,-0.771435559,D:/Udacity/bag2/camera/1479424662227857225.png,23:17:42,D:/Udacity/bag2/lidar/1479424662.268601220.pcd
,-0.684169054,D:/Udacity/bag2/camera/1479424662827986256.png,23:17:42,D:/Udacity/bag2/lidar/1479424662.872449640.pcd
,-0.036651913,D:/Udacity/bag2/camera/1479424665928506448.png,23:17:45,D:/Udacity/bag2/lidar/1479424665.892617911.pcd
,0.16406095,D:/Udacity/bag2/camera/1479424666578599721.png,23:17:46,D:/Udacity/bag2/lidar/1479424666.697901435.pcd
,0.221656814,D:/Udacity/bag2/camera/1479424667078706131.png,23:17:47,D:/Udacity/bag2/lidar/1479424667.100603369.pcd
,0.361283153,D:/Udacity/bag2/camera/1479424667928905141.png,23:17:47,D:/Udacity/bag2/lidar/1479424667.905960133.pcd
,0.514872134,D:/Udacity/bag2/camera/1479424668478920257.png,23:17:48,D:/Udacity/bag2/lidar/1479424668.509968911.pcd
,0.984365702,D:/Udacity/bag2/camera/1479424669479107302.png,23:17:49,D:/Udacity/bag2/lidar/1479424669.516680878.pcd
,-0.12042772,D:/Udacity/bag2/camera/1479424676130356881.png,23:17:56,D:/Udacity/bag2/lidar/1479424676.160871869.pcd
,-0.267035365,D:/Udacity/bag2/camera/1479424677680519237.png,23:17:57,D:/Udacity/bag2/lidar/1479424677.771602124.pcd
,-0.308923274,D:/Udacity/bag2/camera/1479424678530745928.png,23:17:58,D:/Udacity/bag2/lidar/1479424678.576947277.pcd
,-0.305432618,D:/Udacity/bag2/camera/1479424678780802071.png,23:17:58,D:/Udacity/bag2/lidar/1479424678.778393086.pcd
,-0.572467983,D:/Udacity/bag2/camera/1479424680780971898.png,23:18:00,D:/Udacity/bag2/lidar/1479424680.791675658.pcd
,-0.56548667,D:/Udacity/bag2/camera/1479424680881178457.png,23:18:00,D:/Udacity/bag2/lidar/1479424680.993037410.pcd
,-0.792379498,D:/Udacity/bag2/camera/1479424681531257776.png,23:18:01,D:/Udacity/bag2/lidar/1479424681.597228134.pcd
,-1.048942924,D:/Udacity/bag2/camera/1479424683381633622.png,23:18:03,D:/Udacity/bag2/lidar/1479424683.409107070.pcd
,-0.083775803,D:/Udacity/bag2/camera/1479424685832040180.png,23:18:05,D:/Udacity/bag2/lidar/1479424685.825170167.pcd
,-0.034906585,D:/Udacity/bag2/camera/1479424686132065513.png,23:18:06,D:/Udacity/bag2/lidar/1479424686.227856482.pcd
,0.04363323,D:/Udacity/bag2/camera/1479424687632307149.png,23:18:07,D:/Udacity/bag2/lidar/1479424687.637272161.pcd
,0.031415928,D:/Udacity/bag2/camera/1479424688032336478.png,23:18:08,D:/Udacity/bag2/lidar/1479424688.040082446.pcd
,0.080285147,D:/Udacity/bag2/camera/1479424688732442411.png,23:18:08,D:/Udacity/bag2/lidar/1479424688.845269459.pcd
,0.080285147,D:/Udacity/bag2/camera/1479424689032515793.png,23:18:09,D:/Udacity/bag2/lidar/1479424689.046662315.pcd
,-0.038397245,D:/Udacity/bag2/camera/1479424689882662621.png,23:18:09,D:/Udacity/bag2/lidar/1479424689.851975545.pcd
,-0.020943951,D:/Udacity/bag2/camera/1479424690282767793.png,23:18:10,D:/Udacity/bag2/lidar/1479424690.254640875.pcd
,-0.019198623,D:/Udacity/bag2/camera/1479424690432788125.png,23:18:10,D:/Udacity/bag2/lidar/1479424690.456001480.pcd
,0.012217305,D:/Udacity/bag2/camera/1479424691483028979.png,23:18:11,D:/Udacity/bag2/lidar/1479424691.462683710.pcd
,0.012217305,D:/Udacity/bag2/camera/1479424692033013285.png,23:18:12,D:/Udacity/bag2/lidar/1479424692.067086994.pcd
,0.010471975,D:/Udacity/bag2/camera/1479424692133057268.png,23:18:12,D:/Udacity/bag2/lidar/1479424692.268058600.pcd
,-0.041887902,D:/Udacity/bag2/camera/1479424692583119788.png,23:18:12,D:/Udacity/bag2/lidar/1479424692.670716058.pcd
,-0.144862324,D:/Udacity/bag2/camera/1479424693483314038.png,23:18:13,D:/Udacity/bag2/lidar/1479424693.476081763.pcd
,-0.56548667,D:/Udacity/bag2/camera/1479424694733560752.png,23:18:14,D:/Udacity/bag2/lidar/1479424694.885469642.pcd
,-0.563741326,D:/Udacity/bag2/camera/1479424695033612402.png,23:18:15,D:/Udacity/bag2/lidar/1479424695.086821233.pcd
,-0.596902609,D:/Udacity/bag2/camera/1479424695483729829.png,23:18:15,D:/Udacity/bag2/lidar/1479424695.489510268.pcd
,-0.589921296,D:/Udacity/bag2/camera/1479424695683683386.png,23:18:15,D:/Udacity/bag2/lidar/1479424695.690847353.pcd
,-0.52359879,D:/Udacity/bag2/camera/1479424696083857688.png,23:18:16,D:/Udacity/bag2/lidar/1479424696.093519171.pcd
,-0.363028497,D:/Udacity/bag2/camera/1479424696483814395.png,23:18:16,D:/Udacity/bag2/lidar/1479424696.496178853.pcd
,-0.361283153,D:/Udacity/bag2/camera/1479424696783955615.png,23:18:16,D:/Udacity/bag2/lidar/1479424696.898857230.pcd
,-0.363028497,D:/Udacity/bag2/camera/1479424697083913677.png,23:18:17,D:/Udacity/bag2/lidar/1479424697.100602757.pcd
,-0.055850536,D:/Udacity/bag2/camera/1479424699934492339.png,23:18:19,D:/Udacity/bag2/lidar/1479424699.919121644.pcd
,-0.034906585,D:/Udacity/bag2/camera/1479424700334498567.png,23:18:20,D:/Udacity/bag2/lidar/1479424700.522968952.pcd
,0.041887902,D:/Udacity/bag2/camera/1479424701134650460.png,23:18:21,D:/Udacity/bag2/lidar/1479424701.126995941.pcd
,-0.022689281,D:/Udacity/bag2/camera/1479424702034705879.png,23:18:22,D:/Udacity/bag2/lidar/1479424702.133720267.pcd
,0.092502452,D:/Udacity/bag2/camera/1479424702934951405.png,23:18:22,D:/Udacity/bag2/lidar/1479424702.939104358.pcd
,0.24085544,D:/Udacity/bag2/camera/1479424704135171949.png,23:18:24,D:/Udacity/bag2/lidar/1479424704.147103651.pcd
,0.277507365,D:/Udacity/bag2/camera/1479424704485230033.png,23:18:24,D:/Udacity/bag2/lidar/1479424704.549890494.pcd
,0.287979335,D:/Udacity/bag2/camera/1479424704685315766.png,23:18:24,D:/Udacity/bag2/lidar/1479424704.751116097.pcd
,0.478220224,D:/Udacity/bag2/camera/1479424705835507467.png,23:18:25,D:/Udacity/bag2/lidar/1479424705.959193661.pcd
,0.558505356,D:/Udacity/bag2/camera/1479424707485743516.png,23:18:27,D:/Udacity/bag2/lidar/1479424707.569894244.pcd
,0.556760013,D:/Udacity/bag2/camera/1479424708385924522.png,23:18:28,D:/Udacity/bag2/lidar/1479424708.375611219.pcd
,0.495673507,D:/Udacity/bag2/camera/1479424709186024413.png,23:18:29,D:/Udacity/bag2/lidar/1479424709.180611281.pcd
,0.387463093,D:/Udacity/bag2/camera/1479424709786164464.png,23:18:29,D:/Udacity/bag2/lidar/1479424709.784768170.pcd
,0.413643032,D:/Udacity/bag2/camera/1479424710786973605.png,23:18:30,D:/Udacity/bag2/lidar/1479424710.791327629.pcd
,0.422369689,D:/Udacity/bag2/camera/1479424711336485373.png,23:18:31,D:/Udacity/bag2/lidar/1479424711.395350466.pcd
,0.418879032,D:/Udacity/bag2/camera/1479424711486392783.png,23:18:31,D:/Udacity/bag2/lidar/1479424711.596670527.pcd
,0.289724648,D:/Udacity/bag2/camera/1479424712636728995.png,23:18:32,D:/Udacity/bag2/lidar/1479424712.603353563.pcd
,-0.186750233,D:/Udacity/bag2/camera/1479424716437330381.png,23:18:36,D:/Udacity/bag2/lidar/1479424716.429244905.pcd
,-0.12042772,D:/Udacity/bag2/camera/1479424717237621912.png,23:18:37,D:/Udacity/bag2/lidar/1479424717.234171134.pcd
,-0.122173049,D:/Udacity/bag2/camera/1479424717337506210.png,23:18:37,D:/Udacity/bag2/lidar/1479424717.435638035.pcd
,-0.123918377,D:/Udacity/bag2/camera/1479424717537536258.png,23:18:37,D:/Udacity/bag2/lidar/1479424717.636853623.pcd
,-0.066322513,D:/Udacity/bag2/camera/1479424718437701279.png,23:18:38,D:/Udacity/bag2/lidar/1479424718.442240764.pcd
,-0.064577185,D:/Udacity/bag2/camera/1479424718537811650.png,23:18:38,D:/Udacity/bag2/lidar/1479424718.643604492.pcd
,-0.054105207,D:/Udacity/bag2/camera/1479424719037836746.png,23:18:39,D:/Udacity/bag2/lidar/1479424719.046260779.pcd
,-0.085521132,D:/Udacity/bag2/camera/1479424719387998900.png,23:18:39,D:/Udacity/bag2/lidar/1479424719.650263913.pcd
,-0.08726646,D:/Udacity/bag2/camera/1479424719437896034.png,23:18:39,D:/Udacity/bag2/lidar/1479424719.448948377.pcd
,-0.102974422,D:/Udacity/bag2/camera/1479424720037982214.png,23:18:40,D:/Udacity/bag2/lidar/1479424720.052953988.pcd
,-0.102974422,D:/Udacity/bag2/camera/1479424721038175703.png,23:18:41,D:/Udacity/bag2/lidar/1479424721.059634808.pcd
,0.02617994,D:/Udacity/bag2/camera/1479424724088680716.png,23:18:44,D:/Udacity/bag2/lidar/1479424724.079872247.pcd
,0.048869219,D:/Udacity/bag2/camera/1479424725238847730.png,23:18:45,D:/Udacity/bag2/lidar/1479424725.287771992.pcd
,0.06981317,D:/Udacity/bag2/camera/1479424725488933687.png,23:18:45,D:/Udacity/bag2/lidar/1479424725.489121472.pcd
,0.15358898,D:/Udacity/bag2/camera/1479424726039084368.png,23:18:46,D:/Udacity/bag2/lidar/1479424726.093145073.pcd
,0.157079637,D:/Udacity/bag2/camera/1479424726289216777.png,23:18:46,D:/Udacity/bag2/lidar/1479424726.294500996.pcd
,0.16406095,D:/Udacity/bag2/camera/1479424726589213559.png,23:18:46,D:/Udacity/bag2/lidar/1479424726.697412068.pcd
,0.139626339,D:/Udacity/bag2/camera/1479424727039185780.png,23:18:47,D:/Udacity/bag2/lidar/1479424727.099820041.pcd
,0.136135682,D:/Udacity/bag2/camera/1479424727439339067.png,23:18:47,D:/Udacity/bag2/lidar/1479424727.502501751.pcd
,0.071558498,D:/Udacity/bag2/camera/1479424728139363035.png,23:18:48,D:/Udacity/bag2/lidar/1479424728.307895063.pcd
,0.310668617,D:/Udacity/bag2/camera/1479424730039773269.png,23:18:50,D:/Udacity/bag2/lidar/1479424730.119914501.pcd
,0.308923274,D:/Udacity/bag2/camera/1479424730239806253.png,23:18:50,D:/Udacity/bag2/lidar/1479424730.321295825.pcd
,0.307177961,D:/Udacity/bag2/camera/1479424730439792023.png,23:18:50,D:/Udacity/bag2/lidar/1479424730.522673457.pcd
,0.267035365,D:/Udacity/bag2/camera/1479424730939873922.png,23:18:50,D:/Udacity/bag2/lidar/1479424730.925319893.pcd
,0.265290052,D:/Udacity/bag2/camera/1479424731039979657.png,23:18:51,D:/Udacity/bag2/lidar/1479424731.126625283.pcd
,0.260054052,D:/Udacity/bag2/camera/1479424731490026990.png,23:18:51,D:/Udacity/bag2/lidar/1479424731.529293093.pcd
,0.258308738,D:/Udacity/bag2/camera/1479424731639942393.png,23:18:51,D:/Udacity/bag2/lidar/1479424731.730678403.pcd
,0.19024089,D:/Udacity/bag2/camera/1479424732290115509.png,23:18:52,D:/Udacity/bag2/lidar/1479424732.334668030.pcd
,0.20071286,D:/Udacity/bag2/camera/1479424733340247412.png,23:18:53,D:/Udacity/bag2/lidar/1479424733.341385568.pcd
,0.218166158,D:/Udacity/bag2/camera/1479424733790439039.png,23:18:53,D:/Udacity/bag2/lidar/1479424733.744073252.pcd
,0.221656814,D:/Udacity/bag2/camera/1479424733940406893.png,23:18:53,D:/Udacity/bag2/lidar/1479424733.945408694.pcd
,0.225147471,D:/Udacity/bag2/camera/1479424734190414323.png,23:18:54,D:/Udacity/bag2/lidar/1479424734.146715662.pcd
,0.251327425,D:/Udacity/bag2/camera/1479424734590475939.png,23:18:54,D:/Udacity/bag2/lidar/1479424734.549418860.pcd
,0.188495561,D:/Udacity/bag2/camera/1479424734940552827.png,23:18:54,D:/Udacity/bag2/lidar/1479424734.952303562.pcd
,0.19024089,D:/Udacity/bag2/camera/1479424735190561257.png,23:18:55,D:/Udacity/bag2/lidar/1479424735.355054867.pcd
,0.197222203,D:/Udacity/bag2/camera/1479424735640647706.png,23:18:55,D:/Udacity/bag2/lidar/1479424735.757474918.pcd
,0.191986218,D:/Udacity/bag2/camera/1479424736341403855.png,23:18:56,D:/Udacity/bag2/lidar/1479424736.361490326.pcd
,0.198967531,D:/Udacity/bag2/camera/1479424736590849702.png,23:18:56,D:/Udacity/bag2/lidar/1479424736.562818911.pcd
,0.20071286,D:/Udacity/bag2/camera/1479424736740860841.png,23:18:56,D:/Udacity/bag2/lidar/1479424736.764161900.pcd
,0.202458188,D:/Udacity/bag2/camera/1479424736790852741.png,23:18:56,D:/Udacity/bag2/lidar/1479424736.965514209.pcd
,0.239110112,D:/Udacity/bag2/camera/1479424737490961172.png,23:18:57,D:/Udacity/bag2/lidar/1479424737.569520813.pcd
,0.24085544,D:/Udacity/bag2/camera/1479424737891103691.png,23:18:57,D:/Udacity/bag2/lidar/1479424737.972348212.pcd
,0.24085544,D:/Udacity/bag2/camera/1479424738041190369.png,23:18:58,D:/Udacity/bag2/lidar/1479424738.173510352.pcd
,0.242600769,D:/Udacity/bag2/camera/1479424738341131531.png,23:18:58,D:/Udacity/bag2/lidar/1479424738.374870939.pcd
,0.244346097,D:/Udacity/bag2/camera/1479424738441167492.png,23:18:58,D:/Udacity/bag2/lidar/1479424738.576214459.pcd
,0.246091425,D:/Udacity/bag2/camera/1479424738791200411.png,23:18:58,D:/Udacity/bag2/lidar/1479424738.777633028.pcd
,0.225147471,D:/Udacity/bag2/camera/1479424739241330496.png,23:18:59,D:/Udacity/bag2/lidar/1479424739.583112545.pcd
,0.223402143,D:/Udacity/bag2/camera/1479424739341720819.png,23:18:59,D:/Udacity/bag2/lidar/1479424739.381609707.pcd
,0.228638127,D:/Udacity/bag2/camera/1479424739791403772.png,23:18:59,D:/Udacity/bag2/lidar/1479424739.784241550.pcd
,0.230383456,D:/Udacity/bag2/camera/1479424739991512650.png,23:18:59,D:/Udacity/bag2/lidar/1479424739.985614071.pcd
,0.19024089,D:/Udacity/bag2/camera/1479424740291516850.png,23:19:00,D:/Udacity/bag2/lidar/1479424740.388261660.pcd
,0.223402143,D:/Udacity/bag2/camera/1479424740641552034.png,23:19:00,D:/Udacity/bag2/lidar/1479424740.790968200.pcd
,0.221656814,D:/Udacity/bag2/camera/1479424741191666657.png,23:19:01,D:/Udacity/bag2/lidar/1479424741.193649112.pcd
,0.212930173,D:/Udacity/bag2/camera/1479424741541764263.png,23:19:01,D:/Udacity/bag2/lidar/1479424741.596309352.pcd
